"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0030198","extracellular matrix organization","25/493","339/18986",0.0737463126843658,2.84005576597438,5.58150636667437,3.09167967645093e-06,0.00112283136741889,0.000928478869045132,"SULF2/COL12A1/NDNF/ADAMTS5/ADAMTS9/MMP2/EGFLAM/LAMA2/ADAMTS15/TNFRSF1B/GREM1/MATN3/ITGB3/COL5A3/WNT3A/MMP23B/TMPRSS6/FBLN5/ADTRP/ADAMTS19/TLL2/FOXC2/MMP19/ADAMTS20/COMP",25
"BP","GO:0043062","extracellular structure organization","25/493","340/18986",0.0735294117647059,2.83170266078034,5.56450670950658,3.25783388879562e-06,0.00112283136741889,0.000928478869045132,"SULF2/COL12A1/NDNF/ADAMTS5/ADAMTS9/MMP2/EGFLAM/LAMA2/ADAMTS15/TNFRSF1B/GREM1/MATN3/ITGB3/COL5A3/WNT3A/MMP23B/TMPRSS6/FBLN5/ADTRP/ADAMTS19/TLL2/FOXC2/MMP19/ADAMTS20/COMP",25
"BP","GO:0045229","external encapsulating structure organization","25/493","341/18986",0.0733137829912024,2.82339854740561,5.54756852786051,3.43212033304621e-06,0.00112283136741889,0.000928478869045132,"SULF2/COL12A1/NDNF/ADAMTS5/ADAMTS9/MMP2/EGFLAM/LAMA2/ADAMTS15/TNFRSF1B/GREM1/MATN3/ITGB3/COL5A3/WNT3A/MMP23B/TMPRSS6/FBLN5/ADTRP/ADAMTS19/TLL2/FOXC2/MMP19/ADAMTS20/COMP",25
"BP","GO:0014013","regulation of gliogenesis","13/493","112/18986",0.116071428571429,4.47004491451753,6.01363697670357,6.81348164274177e-06,0.00201763105616283,0.00166839639106514,"MECP2/ETV5/TENM4/HES5/TNFRSF1B/ZNF488/MYB/EGR2/ZNF365/IL34/RNF112/NKX6-2/ATOH1",13
"BP","GO:1903522","regulation of blood circulation","21/493","267/18986",0.0786516853932584,3.02896734052009,5.45148021827688,7.11602770807489e-06,0.00201763105616283,0.00166839639106514,"MDM2/EDNRB/MMP2/SCN4B/HRC/KCNJ12/SVEP1/EPAS1/ATP2A3/CACNA1G/SPX/HRH2/ADRA1D/KCNJ2/SLC8A3/CACNA1D/RYR2/ATP2B2/ISL1/TH/CHGA",21
"BP","GO:0071625","vocalization behavior","6/493","20/18986",0.3,11.5533468559838,7.70978758038844,8.45501266847134e-06,0.00224744805493804,0.00185843403456334,"SLITRK1/SHANK2/SRPX2/BRINP1/NRXN3/SHANK1",6
"BP","GO:0019233","sensory perception of pain","11/493","83/18986",0.132530120481928,5.1038881693101,6.11778587362561,9.67701107151068e-06,0.00242096047571382,0.00200191294055215,"MECP2/SPX/PRDM12/CCL2/CCN3/MGLL/TRPA1/PROK2/ANO1/TAC1/TAFA4",11
"BP","GO:0045165","cell fate commitment","22/493","297/18986",0.0740740740740741,2.85267823604538,5.25424437481454,1.12312166710985e-05,0.00251401918432537,0.00207886398327646,"LGALS1/WNT8B/PRDM1/TENM4/HES5/NEUROD1/POU4F1/EPAS1/NEUROD4/EBF2/WNT3A/FEZF2/FOXI3/TAL1/ISL1/TBX6/DSCAML1/NKX6-2/FOXC2/WNT4/DBX1/ATOH1",22
"BP","GO:0051962","positive regulation of nervous system development","22/493","297/18986",0.0740740740740741,2.85267823604538,5.25424437481454,1.12312166710985e-05,0.00251401918432537,0.00207886398327646,"MECP2/ETV5/SLIT2/PLXNB2/SLITRK1/TENM4/CLSTN2/TNFRSF1B/ZNF488/CBLN2/MYB/CHODL/WNT3A/SRPX2/EGR2/ZNF365/PLXNA4/NEURL1/IL34/RNF112/NKX6-2/CBLN1",22
"BP","GO:1990868","response to chemokine","12/493","102/18986",0.117647058823529,4.53072425724854,5.83770260884658,1.33512773060845e-05,0.00270395154203702,0.00223592067567059,"CXCL5/SLIT2/ACKR3/CXCL3/CXCL1/CXCL6/CXCL8/CXCL2/CCL2/GPR17/CXCL10/DOCK8",12
"BP","GO:1990869","cellular response to chemokine","12/493","102/18986",0.117647058823529,4.53072425724854,5.83770260884658,1.33512773060845e-05,0.00270395154203702,0.00223592067567059,"CXCL5/SLIT2/ACKR3/CXCL3/CXCL1/CXCL6/CXCL8/CXCL2/CCL2/GPR17/CXCL10/DOCK8",12
"BP","GO:0007422","peripheral nervous system development","11/493","87/18986",0.126436781609195,4.86922664428435,5.90594582790023,1.52941878331034e-05,0.0029566445842813,0.00244487471533007,"EDNRB/GDNF/LGI4/LAMA2/NRG1/POU4F1/EGR3/EGR2/PLXNA4/NEUROG3/ISL1",11
"BP","GO:0007611","learning or memory","21/493","282/18986",0.074468085106383,2.86785205644987,5.15970482909028,1.63658597392982e-05,0.00302626093353197,0.00250244107043457,"MECP2/CALB1/ELAVL4/TAFA2/CLSTN2/ADCY1/SHANK2/NPAS4/SCN2A/SYT4/SLC8A3/BRINP1/NRXN3/SHANK1/CRH/EGR2/KCNK2/ADGRF1/TH/SORCS3/MUSK",21
"BP","GO:0031644","regulation of nervous system process","13/493","124/18986",0.104838709677419,4.03745992279003,5.54054650219141,2.07448252887088e-05,0.00361967181045612,0.00299313760410209,"TENM4/TNFRSF1B/ZNF488/SPX/SLC8A3/CCN3/SHANK1/EGR2/MGLL/CBLN1/TAC1/SHISA9/TAFA4",13
"BP","GO:0045687","positive regulation of glial cell differentiation","8/493","46/18986",0.173913043478261,6.69759238028045,6.31692003963131,2.13942035808741e-05,0.00361967181045612,0.00299313760410209,"TENM4/TNFRSF1B/ZNF488/EGR2/ZNF365/IL34/RNF112/NKX6-2",8
"BP","GO:0050900","leukocyte migration","26/493","404/18986",0.0643564356435644,2.47844074468299,4.90425962497155,2.22662938684786e-05,0.00361967181045612,0.00299313760410209,"CXCL5/KITLG/SLIT2/EDNRB/CXCL3/CXCL1/MMP2/CXCL6/MSTN/GREM1/CD34/CXCL8/ITGB3/CXCL2/FUT9/AZU1/CCL2/PTGER4/CCN3/ADTRP/PRTN3/IL34/CXCL10/DOCK8/CHGA/TAFA4",26
"BP","GO:0006936","muscle contraction","24/493","358/18986",0.0670391061452514,2.58175348737068,4.93312675756237,2.3809460377757e-05,0.00361967181045612,0.00299313760410209,"SULF2/EDNRB/ACTA2/ACTN3/SCN4B/TNNT1/GDNF/KCNMA1/HRC/CHRM3/KCNJ12/CACNA1G/SPX/KCNJ2/SCN2A/SLC8A3/CACNA1D/CHRNA1/RYR2/PROK2/HTR1D/CHGA/GRIP2/COMP",24
"BP","GO:0010001","glial cell differentiation","20/493","267/18986",0.0749063670411985,2.88473080049532,5.06394187352651,2.38304280961136e-05,0.00361967181045612,0.00299313760410209,"MECP2/CRB1/TENM4/HES5/LGI4/LAMA2/PLP1/TNFRSF1B/ZNF488/LEF1/NEUROD4/SLC8A3/GPR17/EGR2/ZNF365/TAL1/IL34/RNF112/NKX6-2/ANO1",20
"BP","GO:0048568","embryonic organ development","28/493","458/18986",0.0611353711790393,2.35439382800252,4.79058455020953,2.74623093643762e-05,0.00381013130331898,0.00315063018906499,"KITLG/E2F7/POLE/EN2/PRDM1/NEUROD1/GDNF/LEF1/CIMAP3/EPAS1/GRHL3/EFNA1/CXCL8/WNT3A/PAX5/OSR2/FOXE1/PLXNA4/RYR2/TAL1/TWIST1/RNF112/TH/TBX6/DSCAML1/CHRNA9/FOXC2/ATOH1",28
"BP","GO:0051412","response to corticosterone","5/493","15/18986",0.333333333333333,12.8370520622042,7.48805715787084,2.80032429183156e-05,0.00381013130331898,0.00315063018906499,"CDKN1A/NPAS4/FOSB/CRH/TH",5
"BP","GO:0048709","oligodendrocyte differentiation","12/493","110/18986",0.109090909090909,4.20121703853955,5.49770653331294,2.88222875833496e-05,0.00381013130331898,0.00315063018906499,"MECP2/TENM4/HES5/PLP1/TNFRSF1B/ZNF488/NEUROD4/SLC8A3/GPR17/ZNF365/IL34/NKX6-2",12
"BP","GO:0070098","chemokine-mediated signaling pathway","11/493","93/18986",0.118279569892473,4.55508298981439,5.61133026812178,2.89502600757329e-05,0.00381013130331898,0.00315063018906499,"CXCL5/SLIT2/ACKR3/CXCL3/CXCL1/CXCL6/CXCL8/CXCL2/CCL2/GPR17/CXCL10",11
"BP","GO:0034331","cell junction maintenance","8/493","48/18986",0.166666666666667,6.4185260311021,6.13705198719158,2.95636804630911e-05,0.00381013130331898,0.00315063018906499,"SHANK2/CBLN2/ITGB3/SHANK1/PRTN3/PLXNA4/CBLN1/CLDN3",8
"BP","GO:0003012","muscle system process","28/493","465/18986",0.0602150537634409,2.31895134026914,4.70162632786783,3.59526674037041e-05,0.00432427884551075,0.00357578319275593,"SULF2/EDNRB/ACTA2/ACTN3/SCN4B/TNNT1/GDNF/MSTN/KCNMA1/HRC/CHRM3/NR4A3/TNFRSF1B/KCNJ12/CACNA1G/SPX/KCNJ2/SCN2A/TRPC3/SLC8A3/CACNA1D/CHRNA1/RYR2/PROK2/HTR1D/CHGA/GRIP2/COMP",28
"BP","GO:0006261","DNA-templated DNA replication","15/493","169/18986",0.0887573964497041,3.41814995739165,5.15556735144322,3.61224039682296e-05,0.00432427884551075,0.00357578319275593,"MCM4/MCM10/CDC6/E2F7/POLE/RECQL4/MCM2/GINS4/CDC45/TONSL/EXO1/TICRR/POLA2/ZNF365/CHTF8",15
"BP","GO:0030900","forebrain development","26/493","416/18986",0.0625,2.40694726166329,4.73743874435021,3.66033478576033e-05,0.00432427884551075,0.00357578319275593,"MECP2/SLIT2/NDNF/MFSD2A/HES5/ELAVL4/NEUROD1/POU4F1/LEF1/RTN4RL1/SCN2A/WNT3A/INHBB/PAX5/FEZF2/CRH/PLXNA4/NEUROG2/NEUROG3/SSTR3/ISL1/TH/WNT4/NPY/FUT1/ATOH1",26
"BP","GO:0003018","vascular process in circulatory system","20/493","276/18986",0.072463768115942,2.79066349178352,4.89279141929708,3.82223528280906e-05,0.00439350450210458,0.0036330264807582,"SLIT2/EDNRB/ACTA2/MFSD2A/MMP2/KCNMA1/SVEP1/ATP2A3/ABCB1/HRH2/CDH5/ADRA1D/AZU1/NPR1/CD36/FOXC2/SLCO2B1/HTR1D/GRIP2/COMP",20
"BP","GO:0045685","regulation of glial cell differentiation","10/493","80/18986",0.125,4.81389452332657,5.58134566722499,4.11373524578946e-05,0.00460413578956384,0.00380719929534144,"MECP2/TENM4/HES5/TNFRSF1B/ZNF488/EGR2/ZNF365/IL34/RNF112/NKX6-2",10
"BP","GO:0008016","regulation of heart contraction","17/493","213/18986",0.07981220657277,3.07366035292213,4.96919067422287,4.36493917279685e-05,0.0047600221286936,0.00393610304353962,"MDM2/EDNRB/SCN4B/HRC/KCNJ12/EPAS1/ATP2A3/CACNA1G/SPX/KCNJ2/SLC8A3/CACNA1D/RYR2/ATP2B2/ISL1/TH/CHGA",17
"BP","GO:0051384","response to glucocorticoid","13/493","134/18986",0.0970149253731343,3.73615694347734,5.1896702486967,4.72663291125038e-05,0.00496844048051726,0.00410844596270327,"CDKN1A/SLIT2/SDC1/TYMS/MSTN/NPAS4/FOSB/GHR/CRH/SSTR3/ISL1/GAD2/TH",13
"BP","GO:0006270","DNA replication initiation","7/493","38/18986",0.184210526315789,7.09416035016547,6.13972703091067,4.78970279099947e-05,0.00496844048051726,0.00410844596270327,"MCM4/MCM10/CDC6/MCM2/CDC45/TICRR/POLA2",7
"BP","GO:0014706","striated muscle tissue development","26/493","424/18986",0.0613207547169811,2.36153316238662,4.62939079148705,5.03341447091581e-05,0.00507392733866535,0.00419567394866309,"MECP2/EGR1/ATF3/ADAMTS9/ACTN3/TENM4/NRG1/MSTN/POU4F1/LEF1/GREM1/CACNA1G/MSX2/PAX7/WNT3A/PAX5/POPDC3/EGR2/TLL2/CHRNA1/RYR2/NEURL1/TWIST1/KCNK2/ISL1/FOXC2",26
"BP","GO:0060326","cell chemotaxis","22/493","328/18986",0.0670731707317073,2.58306535398011,4.72202516604329,5.12999942540818e-05,0.00507392733866535,0.00419567394866309,"CXCL5/SLIT2/ACKR3/EDNRB/CXCL3/CXCL1/HGF/MMP2/CXCL6/MSTN/LEF1/GREM1/CXCL8/CXCL2/AZU1/CCL2/EGR3/CCN3/IL34/CXCL10/CHGA/TAFA4",22
"BP","GO:0050890","cognition","22/493","329/18986",0.0668693009118541,2.57521409150601,4.70588930280798,5.36763178651439e-05,0.0051883040881922,0.00429025306190061,"MECP2/CALB1/MFSD2A/ELAVL4/TAFA2/CLSTN2/ADCY1/SHANK2/NPAS4/SCN2A/SYT4/SLC8A3/BRINP1/NRXN3/SHANK1/CRH/EGR2/KCNK2/ADGRF1/TH/SORCS3/MUSK",22
"BP","GO:0072109","glomerular mesangium development","5/493","17/18986",0.294117647058824,11.3268106431213,6.95494230520984,5.52726478546406e-05,0.00522387936279525,0.00431967056099074,"EGR1/ACTA2/CD34/ITGB3/FOXC2",5
"BP","GO:0030595","leukocyte chemotaxis","18/493","240/18986",0.075,2.88833671399594,4.8067975046658,5.93592334198482e-05,0.00548814825510031,0.00453819677015361,"CXCL5/SLIT2/EDNRB/CXCL3/CXCL1/MMP2/CXCL6/MSTN/GREM1/CXCL8/CXCL2/AZU1/CCL2/CCN3/IL34/CXCL10/CHGA/TAFA4",18
"BP","GO:0070482","response to oxygen levels","23/493","358/18986",0.0642458100558659,2.4741804253969,4.59763102156252,6.74475326884016e-05,0.00597872802895344,0.00494386138446754,"MECP2/CDKN1A/BRIP1/EGR1/MDM2/NDNF/FAS/MMP2/STC2/MSTN/KCNMA1/PMAIP1/EPAS1/MYB/SCN2A/SLC8A3/RYR2/TWIST1/KCNK2/GAD2/TH/TERT/CLDN3",23
"BP","GO:0048714","positive regulation of oligodendrocyte differentiation","6/493","28/18986",0.214285714285714,8.25239061141698,6.27031008906542,6.88825942672745e-05,0.00597872802895344,0.00494386138446754,"TENM4/TNFRSF1B/ZNF488/ZNF365/IL34/NKX6-2",6
"BP","GO:0099558","maintenance of synapse structure","6/493","28/18986",0.214285714285714,8.25239061141698,6.27031008906542,6.88825942672745e-05,0.00597872802895344,0.00494386138446754,"SHANK2/CBLN2/ITGB3/SHANK1/PLXNA4/CBLN1",6
"BP","GO:0050769","positive regulation of neurogenesis","18/493","247/18986",0.0728744939271255,2.80648101764788,4.6658819749425,8.59336293140645e-05,0.00730951450945433,0.00604430011659557,"MECP2/ETV5/SLIT2/PLXNB2/SLITRK1/TENM4/TNFRSF1B/ZNF488/MYB/CHODL/WNT3A/EGR2/ZNF365/PLXNA4/NEURL1/IL34/RNF112/NKX6-2",18
"BP","GO:0002027","regulation of heart rate","11/493","105/18986",0.104761904761905,4.03450207669275,5.09090119190588,8.95021473762004e-05,0.00737333617576828,0.00609707479877778,"MDM2/EDNRB/SCN4B/HRC/EPAS1/CACNA1G/SPX/KCNJ2/CACNA1D/RYR2/ISL1",11
"BP","GO:0001666","response to hypoxia","21/493","317/18986",0.0662460567823344,2.55121223949168,4.54742349793491,9.01513005266754e-05,0.00737333617576828,0.00609707479877778,"MECP2/BRIP1/EGR1/MDM2/NDNF/MMP2/STC2/MSTN/KCNMA1/PMAIP1/EPAS1/MYB/SCN2A/SLC8A3/RYR2/TWIST1/KCNK2/GAD2/TH/TERT/CLDN3",21
"BP","GO:0048246","macrophage chemotaxis","7/493","42/18986",0.166666666666667,6.4185260311021,5.73977729958419,9.36119922888628e-05,0.00751192081517988,0.00621167162337817,"EDNRB/MMP2/MSTN/AZU1/CCL2/IL34/TAFA4",7
"BP","GO:0030278","regulation of ossification","12/493","125/18986",0.096,3.69707099391481,4.93958090244503,0.000101658893136115,0.0080065791205166,0.00662070881028771,"ACTN3/KREMEN2/GREM1/PTGER4/OSR2/CCN3/EGR2/TWIST1/VDR/WNT4/TPH1/COMP",12
"BP","GO:0007517","muscle organ development","23/493","369/18986",0.0623306233062331,2.40042436935526,4.43550495501089,0.000106275672901594,0.008218007942736,0.00679554111319093,"EGR1/ATF3/ACTN3/LAMA2/NRG1/MSTN/POU4F1/LEF1/PAX7/CHODL/EGR3/WNT3A/PAX5/POPDC3/EGR2/TLL2/CHRNA1/RYR2/NEURL1/TWIST1/ISL1/FOXC2/CXCL10",23
"BP","GO:0060047","heart contraction","18/493","253/18986",0.0711462450592885,2.73992415556927,4.54895862876335,0.000116554682511002,0.00885191186998734,0.00731972169679055,"MDM2/EDNRB/SCN4B/HRC/KCNJ12/EPAS1/ATP2A3/CACNA1G/SPX/KCNJ2/SCN2A/SLC8A3/CACNA1D/RYR2/ATP2B2/ISL1/TH/CHGA",18
"BP","GO:0060537","muscle tissue development","26/493","447/18986",0.058165548098434,2.24002250749872,4.33176864066229,0.000119246708704622,0.00889747810738168,0.00735740080853445,"MECP2/EGR1/ATF3/ADAMTS9/ACTN3/TENM4/NRG1/MSTN/POU4F1/LEF1/GREM1/CACNA1G/MSX2/PAX7/WNT3A/PAX5/POPDC3/EGR2/TLL2/CHRNA1/RYR2/NEURL1/TWIST1/KCNK2/ISL1/FOXC2",26
"BP","GO:0045785","positive regulation of cell adhesion","28/493","499/18986",0.0561122244488978,2.16094663972976,4.2909592144525,0.00012135826628461,0.00889890873290421,0.00735858380502505,"KITLG/LGALS1/NDNF/TNFSF9/EGFLAM/TMIGD2/LAMA2/NRG1/NR4A3/LEF1/ITGB3/FUT3/AZU1/CCL2/EGR3/WNT3A/CD36/CD70/SOCS1/PIK3R6/FOXC2/HLA-DOA/DOCK8/IL15/WNT4/CD5/FUT1/EBI3",28
"BP","GO:0045926","negative regulation of growth","17/493","232/18986",0.0732758620689655,2.82193816884661,4.55885465600275,0.00012555936986623,0.00890392855167327,0.00736273473613434,"MECP2/CDKN1A/SLIT2/DCC/BST2/STC2/GPC3/WFDC1/MSTN/GREM1/SEMA6D/WNT3A/CCN3/NPR1/TLL2/KCNK2/MT1X",17
"BP","GO:0006939","smooth muscle contraction","11/493","109/18986",0.100917431192661,3.88644695461228,4.93441210352486,0.000125613852128003,0.00890392855167327,0.00736273473613434,"SULF2/EDNRB/ACTA2/GDNF/KCNMA1/CHRM3/SPX/PROK2/HTR1D/GRIP2/COMP",11
"BP","GO:1904238","pericyte cell differentiation","4/493","11/18986",0.363636363636364,14.0040567951318,7.04383839410713,0.000128191978152847,0.00893771283744358,0.00739067125122798,"ACTA2/CD34/FOXC2/WNT4",4
"BP","GO:0001656","metanephros development","10/493","92/18986",0.108695652173913,4.18599523767528,5.00152168379719,0.000136553300654333,0.00924597401799903,0.00764557506011478,"CALB1/EGR1/GPC3/HES5/GDNF/GREM1/CD34/OSR2/FOXC2/WNT4",10
"BP","GO:0003170","heart valve development","9/493","75/18986",0.12,4.62133874239351,5.13059354992163,0.000136961289239111,0.00924597401799903,0.00764557506011478,"SLIT2/MDM2/ADAMTS5/ADAMTS9/PRDM1/TNFRSF1B/EFNA1/ADAMTS19/TWIST1",9
"BP","GO:0007626","locomotory behavior","16/493","213/18986",0.0751173708920188,2.89285680275024,4.53592429377899,0.000148085812167759,0.00976044323919234,0.00807099406292564,"MECP2/CALB1/GPR37/EGR1/SNCG/ELAVL4/GDNF/LGI4/SHANK2/FEZF2/CRH/TAL1/NPY2R/TH/RASD2/SLC18A2",16
"BP","GO:0007411","axon guidance","17/493","236/18986",0.0720338983050847,2.77410870835769,4.47775851749661,0.000154308636563419,0.00976044323919234,0.00807099406292564,"CYFIP2/SLIT2/DCC/LGI1/GDNF/LAMA2/SEMA6D/EPHA6/EFNA1/WNT3A/FEZF2/NRXN3/EGR2/PLXNA4/ISL1/DSCAML1/ATOH1",17
"BP","GO:0097191","extrinsic apoptotic signaling pathway","17/493","236/18986",0.0720338983050847,2.77410870835769,4.47775851749661,0.000154308636563419,0.00976044323919234,0.00807099406292564,"KITLG/ATF3/FAS/HGF/PIDD1/GDNF/NRG1/NGF/PMAIP1/TNFRSF1B/SRPX/DEPTOR/CD70/TNFRSF10A/TERT/SCRT2/TMC8",17
"BP","GO:0097485","neuron projection guidance","17/493","237/18986",0.0717299578059072,2.76240360832242,4.45774854909679,0.000162337568437522,0.00976044323919234,0.00807099406292564,"CYFIP2/SLIT2/DCC/LGI1/GDNF/LAMA2/SEMA6D/EPHA6/EFNA1/WNT3A/FEZF2/NRXN3/EGR2/PLXNA4/ISL1/DSCAML1/ATOH1",17
"BP","GO:0006260","DNA replication","19/493","283/18986",0.0671378091872792,2.5855546556383,4.38777019289529,0.000162339921364425,0.00976044323919234,0.00807099406292564,"MCM4/CDKN1A/MCM10/CDC6/CHAF1A/DTL/E2F7/POLE/RECQL4/CHAF1B/MCM2/GINS4/CDC45/TONSL/EXO1/TICRR/POLA2/ZNF365/CHTF8",19
"BP","GO:0036293","response to decreased oxygen levels","21/493","331/18986",0.0634441087613293,2.44330598162799,4.32513688877276,0.000164678517675108,0.00976044323919234,0.00807099406292564,"MECP2/BRIP1/EGR1/MDM2/NDNF/MMP2/STC2/MSTN/KCNMA1/PMAIP1/EPAS1/MYB/SCN2A/SLC8A3/RYR2/TWIST1/KCNK2/GAD2/TH/TERT/CLDN3",21
"BP","GO:0006268","DNA unwinding involved in DNA replication","5/493","21/18986",0.238095238095238,9.16932290157442,6.115674489446,0.000166796566602678,0.00976044323919234,0.00807099406292564,"MCM4/RECQL4/MCM2/GINS4/CDC45",5
"BP","GO:0051930","regulation of sensory perception of pain","5/493","21/18986",0.238095238095238,9.16932290157442,6.115674489446,0.000166796566602678,0.00976044323919234,0.00807099406292564,"SPX/CCN3/MGLL/TAC1/TAFA4",5
"BP","GO:0051931","regulation of sensory perception","5/493","21/18986",0.238095238095238,9.16932290157442,6.115674489446,0.000166796566602678,0.00976044323919234,0.00807099406292564,"SPX/CCN3/MGLL/TAC1/TAFA4",5
"BP","GO:0015844","monoamine transport","9/493","77/18986",0.116883116883117,4.50130396986381,5.0265033160538,0.000168053864861558,0.00976044323919234,0.00807099406292564,"MECP2/SNCG/GDNF/ITGB3/SLC18A3/SYT4/CRH/CHGA/SLC18A2",9
"BP","GO:0048713","regulation of oligodendrocyte differentiation","7/493","46/18986",0.152173913043478,5.86039333274539,5.38871754855136,0.000169826663461141,0.00976044323919234,0.00807099406292564,"TENM4/HES5/TNFRSF1B/ZNF488/ZNF365/IL34/NKX6-2",7
"BP","GO:0045664","regulation of neuron differentiation","15/493","194/18986",0.077319587628866,2.97766671545974,4.52056317560111,0.000172517695824621,0.00978290347122817,0.00808956662105345,"ETV5/EDNRB/HES5/NEUROD1/NGF/WNT3A/FEZF2/BRINP1/NEUROG3/ISL1/RNF112/TBX6/SH3GL3/PCP4/ATOH1",15
"BP","GO:0003015","heart process","18/493","262/18986",0.0687022900763359,2.64580462350773,4.37980407189928,0.000180452074355492,0.0100981930557093,0.00835028227730883,"MDM2/EDNRB/SCN4B/HRC/KCNJ12/EPAS1/ATP2A3/CACNA1G/SPX/KCNJ2/SCN2A/SLC8A3/CACNA1D/RYR2/ATP2B2/ISL1/TH/CHGA",18
"BP","GO:0000727","double-strand break repair via break-induced replication","4/493","12/18986",0.333333333333333,12.8370520622042,6.69699243255277,0.000188348559575641,0.0102458344897314,0.0084723682428979,"MCM4/MCM2/GINS4/CDC45",4
