"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0050900","leukocyte migration","19/305","404/18986",0.047029702970297,2.92756046096413,5.00388850291994,3.17036738360701e-05,0.00435782921964927,0.00363152434970773,"CXCL5/KITLG/SLIT2/CXCL3/CXCL1/MMP2/CXCL6/CXCL8/ITGB3/CXCL2/FUT9/CCL2/PTGER4/CCN3/ADTRP/IL34/CXCL10/DOCK8/CHGA",19
"BP","GO:0007416","synapse assembly","15/305","269/18986",0.0557620817843866,3.47114388445365,5.21568330559778,3.21155214600003e-05,0.00435782921964927,0.00363152434970773,"MECP2/CYFIP2/PLXNB2/SLITRK1/GABRE/CLSTN2/SHANK2/CBLN2/NPAS4/WNT3A/SRPX2/PLXNA4/NEURL1/ADGRF1/MUSK",15
"BP","GO:0030198","extracellular matrix organization","17/305","339/18986",0.0501474926253687,3.12164031142705,5.03642397136762,3.73564248585796e-05,0.00488123951485439,0.004067699595712,"SULF2/COL12A1/ADAMTS9/MMP2/EGFLAM/LAMA2/ADAMTS15/MATN3/ITGB3/COL5A3/WNT3A/FBLN5/ADTRP/ADAMTS19/TLL2/MMP19/ADAMTS20",17
"BP","GO:0043062","extracellular structure organization","17/305","340/18986",0.05,3.11245901639344,5.02215451949887,3.8760404999628e-05,0.00488381102995313,0.00406984252496094,"SULF2/COL12A1/ADAMTS9/MMP2/EGFLAM/LAMA2/ADAMTS15/MATN3/ITGB3/COL5A3/WNT3A/FBLN5/ADTRP/ADAMTS19/TLL2/MMP19/ADAMTS20",17
"BP","GO:0045229","external encapsulating structure organization","17/305","341/18986",0.0498533724340176,3.10333157059757,5.00793745658441,4.02109611917986e-05,0.0048918714167126,0.00407655951392717,"SULF2/COL12A1/ADAMTS9/MMP2/EGFLAM/LAMA2/ADAMTS15/MATN3/ITGB3/COL5A3/WNT3A/FBLN5/ADTRP/ADAMTS19/TLL2/MMP19/ADAMTS20",17
"BP","GO:0071621","granulocyte chemotaxis","10/305","129/18986",0.0775193798449612,4.82551785487355,5.57062531078782,4.50518539514889e-05,0.00515928051831414,0.00429940043192845,"CXCL5/SLIT2/CXCL3/CXCL1/CXCL6/CXCL8/CXCL2/CCL2/IL34/CXCL10",10
"BP","GO:0097530","granulocyte migration","11/305","156/18986",0.0705128205128205,4.38936527952921,5.4313860888364,4.53338140781571e-05,0.00515928051831414,0.00429940043192845,"CXCL5/SLIT2/CXCL3/CXCL1/CXCL6/CXCL8/CXCL2/CCL2/PTGER4/IL34/CXCL10",11
"BP","GO:0019233","sensory perception of pain","8/305","83/18986",0.0963855421686747,5.99992099545724,5.833000064681,5.61616392583524e-05,0.00619182072823335,0.00515985060686113,"MECP2/SPX/CCL2/CCN3/TRPA1/PROK2/ANO1/TAC1",8
"BP","GO:0030593","neutrophil chemotaxis","8/305","85/18986",0.0941176470588235,5.85874638379942,5.73649292645468,6.66501983384837e-05,0.0071255121132779,0.00593792676106492,"CXCL5/SLIT2/CXCL3/CXCL1/CXCL6/CXCL8/CXCL2/CXCL10",8
"BP","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","10/305","136/18986",0.0735294117647059,4.5771456123433,5.34940594645199,7.05665807957298e-05,0.00732232050139219,0.00610193375116016,"CXCL5/CXCL3/CXCL1/CXCL6/CXCL8/CXCL2/CCL2/CXCL10/TAC1/NPY",10
"BP","GO:0070482","response to oxygen levels","17/305","358/18986",0.0474860335195531,2.95596666361388,4.77391857737529,7.34087324638414e-05,0.00736223744120792,0.00613519786767327,"MECP2/CDKN1A/BRIP1/EGR1/MDM2/FAS/MMP2/STC2/KCNMA1/PMAIP1/EPAS1/MYB/SCN2A/SLC8A3/TWIST1/KCNK2/TERT",17
"BP","GO:0099558","maintenance of synapse structure","5/305","28/18986",0.178571428571429,11.115925058548,6.84452824022138,7.51248718490604e-05,0.00736223744120792,0.00613519786767327,"SHANK2/CBLN2/ITGB3/SHANK1/PLXNA4",5
"BP","GO:0051412","response to corticosterone","4/305","15/18986",0.266666666666667,16.599781420765,7.72278938370267,7.75034472985901e-05,0.00739005843430881,0.00615838202859067,"CDKN1A/NPAS4/FOSB/CRH",4
"BP","GO:0007218","neuropeptide signaling pathway","9/305","113/18986",0.079646017699115,4.95789931814885,5.39186058513513,8.76790697747722e-05,0.00814030942540517,0.00678359118783764,"GPR37/NXPH2/SSTR3/NPY2R/KISS1R/SORCS3/PROK2/TAC1/NPY",9
"BP","GO:0031570","DNA integrity checkpoint signaling","10/305","140/18986",0.0714285714285714,4.4463700234192,5.22963632740289,9.00231371448067e-05,0.00814363148325328,0.00678635956937774,"CDKN1A/BRIP1/CLSPN/CDC6/MDM2/DTL/E2F7/CDC45/TICRR/PIDD1",10
"BP","GO:0044774","mitotic DNA integrity checkpoint signaling","8/305","91/18986",0.0879120879120879,5.47245541343902,5.46447480544994,0.000108321554917353,0.0095539611437105,0.00796163428642541,"CDKN1A/CLSPN/CDC6/MDM2/DTL/E2F7/TICRR/PIDD1",8
"BP","GO:0030595","leukocyte chemotaxis","13/305","240/18986",0.0541666666666667,3.3718306010929,4.72487303367132,0.000143622134883882,0.0121832521778593,0.0101527101482161,"CXCL5/SLIT2/CXCL3/CXCL1/MMP2/CXCL6/CXCL8/CXCL2/CCL2/CCN3/IL34/CXCL10/CHGA",13
"BP","GO:0071453","cellular response to oxygen levels","11/305","178/18986",0.0617977528089888,3.8468594584638,4.87595715759559,0.000148345627408194,0.0121832521778593,0.0101527101482161,"BRIP1/MDM2/FAS/STC2/PMAIP1/EPAS1/SCN2A/SLC8A3/TWIST1/KCNK2/TERT",11
"BP","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","14/305","274/18986",0.0510948905109489,3.18061505324877,4.64568054787189,0.000148492019174589,0.0121832521778593,0.0101527101482161,"GPR37/S1PR3/CHRM3/ADCY1/ITGB3/GPR3/ADRA1D/PTGER4/CACNA1D/ADGRF1/NPY2R/CXCL10/CHGA/GNA14",14
"BP","GO:0031644","regulation of nervous system process","9/305","124/18986",0.0725806451612903,4.51808566895822,5.02202121803912,0.000178732068625124,0.01433106222976,0.0119425518581333,"TENM4/ZNF488/SPX/SLC8A3/CCN3/SHANK1/EGR2/TAC1/SHISA9",9
"BP","GO:0030278","regulation of ossification","9/305","125/18986",0.072,4.48194098360656,4.9905592378703,0.000189931944465092,0.0148906644460632,0.012408887038386,"KREMEN2/PTGER4/OSR2/CCN3/EGR2/TWIST1/VDR/WNT4/TPH1",9
"BP","GO:0001666","response to hypoxia","15/305","317/18986",0.0473186119873817,2.94554481046698,4.4633968390204,0.000201374455919009,0.0154445452278753,0.0128704543565627,"MECP2/BRIP1/EGR1/MDM2/MMP2/STC2/KCNMA1/PMAIP1/EPAS1/MYB/SCN2A/SLC8A3/TWIST1/KCNK2/TERT",15
"BP","GO:0050867","positive regulation of cell activation","17/305","391/18986",0.0434782608695652,2.70648610121169,4.35660517460771,0.000211323406433905,0.0158627442106131,0.0132189535088443,"INPP5D/KITLG/CDKN1A/ACTA2/TNFSF9/NR4A3/LEF1/SVEP1/MYB/CCL2/EGR3/WNT3A/CD70/SOCS1/HLA-DOA/DOCK8/EBI3",17
"BP","GO:0071456","cellular response to hypoxia","10/305","156/18986",0.0641025641025641,3.99033207229929,4.79194382399045,0.000219600270341022,0.0161406198700651,0.0134505165583876,"BRIP1/MDM2/STC2/PMAIP1/EPAS1/SCN2A/SLC8A3/TWIST1/KCNK2/TERT",10
"BP","GO:0032508","DNA duplex unwinding","7/305","77/18986",0.0909090909090909,5.65901639344262,5.23432253992714,0.000236968595579752,0.0170617388817422,0.0142181157347851,"MCM4/BRIP1/RECQL4/MCM2/GINS4/CDC45/CHTF8",7
"BP","GO:0035176","social behavior","6/305","55/18986",0.109090909090909,6.79081967213115,5.49527927151019,0.000244766035521898,0.0172706914664251,0.0143922428886876,"MECP2/SHANK2/NPAS4/BRINP1/NRXN3/SHANK1",6
"BP","GO:0007612","learning","10/305","159/18986",0.0628930817610063,3.91504278791628,4.71637246158176,0.000256172566669289,0.0175172662453685,0.0145977218711405,"MECP2/TAFA2/CLSTN2/SHANK2/NPAS4/SLC8A3/NRXN3/SHANK1/CRH/SORCS3",10
"BP","GO:0000076","DNA replication checkpoint signaling","4/305","20/18986",0.2,12.4498360655738,6.54608369326044,0.000258190999081396,0.0175172662453685,0.0145977218711405,"CLSPN/CDC6/CDC45/TICRR",4
"BP","GO:0060326","cell chemotaxis","15/305","328/18986",0.0457317073170732,2.84676129548181,4.31092335692931,0.000290270303786135,0.0191180435329059,0.0159317029440883,"CXCL5/SLIT2/CXCL3/CXCL1/MMP2/CXCL6/LEF1/CXCL8/CXCL2/CCL2/EGR3/CCN3/IL34/CXCL10/CHGA",15
"BP","GO:0099601","regulation of neurotransmitter receptor activity","5/305","37/18986",0.135135135135135,8.41205139565795,5.76635394611296,0.000296055944124923,0.0191180435329059,0.0159317029440883,"CNIH2/CCL2/SHANK1/CRH/SHISA9",5
"BP","GO:0051703","biological process involved in intraspecies interaction between organisms","6/305","57/18986",0.105263157894737,6.55254529767041,5.36439640288493,0.000298275718692057,0.0191180435329059,0.0159317029440883,"MECP2/SHANK2/NPAS4/BRINP1/NRXN3/SHANK1",6
"BP","GO:0036294","cellular response to decreased oxygen levels","10/305","163/18986",0.0613496932515337,3.81896811827416,4.61843361433423,0.000312754217455109,0.0191180435329059,0.0159317029440883,"BRIP1/MDM2/STC2/PMAIP1/EPAS1/SCN2A/SLC8A3/TWIST1/KCNK2/TERT",10
"BP","GO:0006977","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest","4/305","21/18986",0.19047619047619,11.8569867291179,6.36059423129723,0.000314928421666834,0.0191180435329059,0.0159317029440883,"CDKN1A/MDM2/E2F7/PIDD1",4
"BP","GO:0051384","response to glucocorticoid","9/305","134/18986",0.0671641791044776,4.18091509664791,4.72151007916601,0.000319646585677185,0.0191180435329059,0.0159317029440883,"CDKN1A/SLIT2/SDC1/TYMS/NPAS4/FOSB/GHR/CRH/SSTR3",9
"BP","GO:0036293","response to decreased oxygen levels","15/305","331/18986",0.0453172205438066,2.82095983358922,4.27043284473058,0.00031971784819769,0.0191180435329059,0.0159317029440883,"MECP2/BRIP1/EGR1/MDM2/MMP2/STC2/KCNMA1/PMAIP1/EPAS1/MYB/SCN2A/SLC8A3/TWIST1/KCNK2/TERT",15
"BP","GO:0072132","mesenchyme morphogenesis","6/305","58/18986",0.103448275862069,6.43957037874505,5.30128793841287,0.000328259328607153,0.0193016485221006,0.0160847071017505,"MDM2/ACTA2/LEF1/MSX2/WNT3A/TWIST1",6
"BP","GO:0008207","C21-steroid hormone metabolic process","5/305","38/18986",0.131578947368421,8.19068162208801,5.66937691037176,0.000336473552764831,0.0194603064615463,0.0162169220512886,"EGR1/CYP46A1/DHRS2/WNT4/AFP",5
"BP","GO:1990266","neutrophil migration","8/305","108/18986",0.0740740740740741,4.61105039465695,4.80864367236761,0.00035476223185907,0.0201871153870774,0.0168225961558978,"CXCL5/SLIT2/CXCL3/CXCL1/CXCL6/CXCL8/CXCL2/CXCL10",8
"BP","GO:0032392","DNA geometric change","7/305","83/18986",0.0843373493975904,5.24993087102508,4.95804775077492,0.000376988055794219,0.0203624915758168,0.0169687429798473,"MCM4/BRIP1/RECQL4/MCM2/GINS4/CDC45/CHTF8",7
"BP","GO:0006939","smooth muscle contraction","8/305","109/18986",0.073394495412844,4.56874718002707,4.77438793150724,0.000377617560609354,0.0203624915758168,0.0169687429798473,"SULF2/ACTA2/GDNF/KCNMA1/CHRM3/SPX/PROK2/GRIP2",8
"BP","GO:0086012","membrane depolarization during cardiac muscle cell action potential","4/305","22/18986",0.181818181818182,11.3180327868852,6.18726092021747,0.000380071499142381,0.0203624915758168,0.0169687429798473,"SCN4B/CACNA1G/KCNJ2/CACNA1D",4
"BP","GO:0007616","long-term memory","5/305","39/18986",0.128205128205128,7.98066414459857,5.57588720457473,0.000380930964853715,0.0203624915758168,0.0169687429798473,"MECP2/CALB1/ADCY1/NPAS4/SHANK1",5
"BP","GO:0060291","long-term synaptic potentiation","8/305","110/18986",0.0727272727272727,4.5272131147541,4.74054440539729,0.000401657121612449,0.0209885584234571,0.0174904653528809,"MECP2/CALB1/ADCY1/CYP46A1/SHANK2/SLC18A3/SLC8A3/CRH",8
"BP","GO:1903522","regulation of blood circulation","13/305","267/18986",0.048689138576779,3.03085896727451,4.27021000406452,0.000404541375508811,0.0209885584234571,0.0174904653528809,"MDM2/MMP2/SCN4B/SVEP1/EPAS1/CACNA1G/SPX/HRH2/ADRA1D/KCNJ2/SLC8A3/CACNA1D/CHGA",13
"BP","GO:0007369","gastrulation","11/305","202/18986",0.0544554455445545,3.38980684953741,4.36314460397929,0.000441534782055261,0.0223615652454333,0.0186346377045278,"DUSP4/COL12A1/MMP2/WNT8B/GPC3/TENM4/NR4A3/LEF1/ITGB3/WNT3A/LAMA3",11
"BP","GO:0014013","regulation of gliogenesis","8/305","112/18986",0.0714285714285714,4.4463700234192,4.67405803325193,0.0004534722993148,0.0223615652454333,0.0186346377045278,"MECP2/ETV5/TENM4/ZNF488/MYB/EGR2/ZNF365/IL34",8
"BP","GO:0002685","regulation of leukocyte migration","12/305","236/18986",0.0508474576271186,3.16521255904418,4.27672241788206,0.000456358474396599,0.0223615652454333,0.0186346377045278,"KITLG/SLIT2/CXCL8/ITGB3/FUT9/CCL2/PTGER4/CCN3/ADTRP/IL34/CXCL10/DOCK8",12
"BP","GO:0097191","extrinsic apoptotic signaling pathway","12/305","236/18986",0.0508474576271186,3.16521255904418,4.27672241788206,0.000456358474396599,0.0223615652454333,0.0186346377045278,"KITLG/ATF3/FAS/PIDD1/GDNF/NRG1/NGF/PMAIP1/SRPX/CD70/TNFRSF10A/TERT",12
"BP","GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator","7/305","86/18986",0.0813953488372093,5.06679374761723,4.82976089581073,0.000468343125242284,0.0226344458336271,0.0188620381946892,"CDKN1A/EDA2R/MDM2/AEN/PHLDA3/E2F2/PMAIP1",7
"BP","GO:0044773","mitotic DNA damage checkpoint signaling","7/305","87/18986",0.0804597701149425,5.00855473902393,4.78832028886894,0.000502435399163797,0.0239539471385118,0.0199616226154265,"CDKN1A/CLSPN/MDM2/DTL/E2F7/TICRR/PIDD1",7
"BP","GO:0006959","humoral immune response","14/305","310/18986",0.0451612903225806,2.81125330512956,4.10840515473203,0.000520417612463099,0.0244804444902642,0.0204003704085535,"CXCL5/CXCL3/MASP1/CXCL1/CXCL6/EXO1/SVEP1/CXCL8/CXCL2/CCL2/CXCL10/TAC1/NPY/EBI3",14
"BP","GO:0050807","regulation of synapse organization","14/305","312/18986",0.0448717948717949,2.7932324506095,4.08084753441008,0.00055451013638318,0.0257074847585471,0.0214229039654559,"MECP2/CYFIP2/CDH8/TANC2/SLITRK1/CLSTN2/SHANK2/CBLN2/ARHGAP22/WNT3A/SRPX2/SLC18A3/NEURL1/MUSK",14
"BP","GO:0002763","positive regulation of myeloid leukocyte differentiation","6/305","64/18986",0.09375,5.83586065573771,4.95148430041373,0.000561076056238131,0.0257074847585471,0.0214229039654559,"KITLG/KLF10/LEF1/OCSTAMP/IL34/CD101",6
"BP","GO:0007614","short-term memory","3/305","11/18986",0.272727272727273,16.9770491803279,6.77262738780961,0.000615568733454785,0.0274902087547909,0.0229085072956591,"CALB1/NPAS4/BRINP1",3
"BP","GO:0033314","mitotic DNA replication checkpoint signaling","3/305","11/18986",0.272727272727273,16.9770491803279,6.77262738780961,0.000615568733454785,0.0274902087547909,0.0229085072956591,"CLSPN/CDC6/TICRR",3
"BP","GO:0071103","DNA conformation change","7/305","91/18986",0.0769230769230769,4.78839848675914,4.62868965036408,0.00065908508446993,0.0290656522251239,0.0242213768542699,"MCM4/BRIP1/RECQL4/MCM2/GINS4/CDC45/CHTF8",7
"BP","GO:0050803","regulation of synapse structure or activity","14/305","318/18986",0.0440251572327044,2.7405299515414,3.99945970172378,0.000668407042187808,0.0291128400597356,0.0242607000497797,"MECP2/CYFIP2/CDH8/TANC2/SLITRK1/CLSTN2/SHANK2/CBLN2/ARHGAP22/WNT3A/SRPX2/SLC18A3/NEURL1/MUSK",14
"BP","GO:0006936","muscle contraction","15/305","358/18986",0.0418994413407821,2.60820587965931,3.92514047809217,0.000722113146551338,0.0310684778174771,0.0258903981812309,"SULF2/ACTA2/SCN4B/GDNF/KCNMA1/CHRM3/CACNA1G/SPX/KCNJ2/SCN2A/SLC8A3/CACNA1D/PROK2/CHGA/GRIP2",15
"BP","GO:0030534","adult behavior","9/305","151/18986",0.0596026490066225,3.71021604603192,4.27232943965092,0.000762989635045241,0.0324316558125254,0.0270263798437712,"MECP2/SLITRK1/GDNF/SHANK2/FOSB/PAX5/NRXN3/SHANK1/NPY",9
"BP","GO:0072331","signal transduction by p53 class mediator","10/305","183/18986",0.0546448087431694,3.40159455343546,4.17125578523755,0.000775805911152363,0.0325838482683992,0.0271532068903327,"CDKN1A/EDA2R/MDM2/AEN/E2F7/PHLDA3/E2F2/PIDD1/PMAIP1/TWIST1",10
"BP","GO:0098880","maintenance of postsynaptic specialization structure","3/305","12/18986",0.25,15.5622950819672,6.44757142975264,0.000811025663596017,0.0336623357784323,0.028051946482027,"SHANK2/ITGB3/SHANK1",3
"BP","GO:0045687","positive regulation of glial cell differentiation","5/305","46/18986",0.108695652173913,6.76621525302922,5.00305110683107,0.000827551877767773,0.0339488723809849,0.0282907269841541,"TENM4/ZNF488/EGR2/ZNF365/IL34",5
"BP","GO:0019730","antimicrobial humoral response","10/305","185/18986",0.0540540540540541,3.36482055826318,4.12998754462867,0.000843341603655376,0.0341989560654732,0.028499130054561,"CXCL5/CXCL3/CXCL1/CXCL6/CXCL8/CXCL2/CCL2/CXCL10/TAC1/NPY",10
"BP","GO:0031640","killing of cells of another organism","8/305","124/18986",0.0645161290322581,4.01607615018509,4.30540920452814,0.000890018459512225,0.035280731743361,0.0294006097861342,"CXCL3/CXCL1/CXCL6/CXCL8/CXCL2/CXCL10/CHGA/TAC1",8
"BP","GO:0141061","disruption of cell in another organism","8/305","124/18986",0.0645161290322581,4.01607615018509,4.30540920452814,0.000890018459512225,0.035280731743361,0.0294006097861342,"CXCL3/CXCL1/CXCL6/CXCL8/CXCL2/CXCL10/CHGA/TAC1",8
"BP","GO:0034762","regulation of transmembrane transport","18/305","487/18986",0.0369609856262834,2.30079105934628,3.71580622409489,0.000952548101354173,0.0355024346236072,0.0295853621863393,"KCNJ6/LRRC55/CNIH2/GPC3/SCN4B/SLC43A2/CHRM3/NR4A3/ITGB3/KCNJ2/CCL2/TRPC3/SHANK1/RRAD/CACNA1D/CRH/CXCL10/TERT",18
"BP","GO:0000724","double-strand break repair via homologous recombination","10/305","188/18986",0.0531914893617021,3.31112661318451,4.06913408449998,0.00095364844473827,0.0355024346236072,0.0295853621863393,"MCM4/UHRF1/RECQL4/RAD54L/MCM2/GINS4/CDC45/TONSL/TEX15/ZNF365",10
"BP","GO:0031960","response to corticosteroid","9/305","156/18986",0.0576923076923077,3.59129886506936,4.15250155914449,0.000961930838191778,0.0355024346236072,0.0295853621863393,"CDKN1A/SLIT2/SDC1/TYMS/NPAS4/FOSB/GHR/CRH/SSTR3",9
"BP","GO:0009612","response to mechanical stimulus","11/305","222/18986",0.0495495495495495,3.08441884507458,3.99166353108731,0.000965363107200489,0.0355024346236072,0.0295853621863393,"CALB1/FAS/MMP2/ITGB3/KCNJ2/FOSB/PTGER4/KCNK2/TRPA1/CXCL10/TNFRSF10A",11
