"gene_id","gene_symbol","gene_type","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000159713.11","TPPP3","protein_coding",1050.81963024045,-2.00096824554173,0.139275190634481,-14.3670113566251,8.33512302529324e-47,8.97901127899715e-44
"ENSG00000170775.3","GPR37","protein_coding",778.075142965747,2.20758685426714,0.154929207111133,14.2490037574619,4.54721898380836e-46,4.66523014315005e-43
"ENSG00000145147.20","SLIT2","protein_coding",13648.9918866564,1.16667164973755,0.0828005882404252,14.0901372143628,4.36712257119465e-45,4.27680253619949e-42
"ENSG00000136492.10","BRIP1","protein_coding",2020.19079744742,1.09726872021648,0.0789259825304859,13.9025031432792,6.1164290070112e-44,5.72949838939375e-41
"ENSG00000172667.11","ZMAT3","protein_coding",11225.5436891238,0.932078953848527,0.0685814283684313,13.5908361202575,4.53865676067413e-42,4.07438999619683e-39
"ENSG00000115884.11","SDC1","protein_coding",3022.45601664351,1.41167384024089,0.104241429525445,13.5423492047977,8.79311920642601e-42,7.57791013209793e-39
"ENSG00000253729.9","PRKDC","protein_coding",24876.0665960317,0.896774687809428,0.0663188231359279,13.522174330075,1.15704705524431e-41,9.58791492509176e-39
"ENSG00000161513.12","FDXR","protein_coding",2203.06924805626,1.67271795917975,0.123908422159303,13.4996308566436,1.57161622318709e-41,1.25409153809503e-38
"ENSG00000092853.14","CLSPN","protein_coding",2477.05392006,1.05615895105932,0.0788412522143265,13.3960194872121,6.37939903949733e-41,4.90871972521322e-38
"ENSG00000105810.10","CDK6","protein_coding",10030.5280225434,0.88941896824753,0.0666438241663649,13.3458573149591,1.25221610580693e-40,9.30310206883113e-38
"ENSG00000176890.16","TYMS","protein_coding",2641.88025785578,1.11691876253265,0.0840033704428606,13.2961184372046,2.43800184006126e-40,1.750891654804e-37
"ENSG00000134363.12","FST","protein_coding",2636.63585562132,0.970052910731441,0.0740378208091868,13.1021267256299,3.20159000439034e-39,2.22510505305128e-36
"ENSG00000187323.13","DCC","protein_coding",1807.27390942609,1.29773658489868,0.099620126620554,13.0268513895959,8.60873676218054e-39,5.79610104816187e-36
"ENSG00000094804.12","CDC6","protein_coding",2161.81527130474,1.23785078659525,0.0950553911335423,13.0224153710146,9.12384933056468e-39,5.95676769172776e-36
"ENSG00000169908.12","TM4SF1","protein_coding",280.38520693691,-3.40302576928506,0.263350409510414,-12.9220447221309,3.38037242449622e-38,2.14206246722856e-35
"ENSG00000064651.14","SLC12A2","protein_coding",6496.61902220799,0.940951003851813,0.0737072178154565,12.7660632396641,2.53663097873235e-37,1.56147755533681e-34
"ENSG00000120738.8","EGR1","protein_coding",1910.14190448292,1.27272635808115,0.0999250687723078,12.7368074269853,3.69195948894111e-37,2.14981803214152e-34
"ENSG00000185187.13","SIGIRR","protein_coding",545.302172187615,-1.69539224908128,0.133092465400392,-12.7384540062498,3.61487075631181e-37,2.14981803214152e-34
"ENSG00000130816.17","DNMT1","protein_coding",7001.84206572601,0.961328167891048,0.0756867237919629,12.7014107590839,5.80733045055912e-37,3.29260354098148e-34
"ENSG00000167670.16","CHAF1A","protein_coding",2981.48578830275,1.09883315220137,0.0865432107982482,12.6969307247335,6.14944754567615e-37,3.39717557363058e-34
"ENSG00000157542.11","KCNJ6","protein_coding",1110.46156576406,1.53016077873592,0.120875412835352,12.6589911284952,9.97732883342391e-37,5.37403874290296e-34
"ENSG00000108255.8","CRYBA1","protein_coding",723.641871515049,-1.60042642813107,0.127013507643361,-12.6004427231856,2.09962652830462e-36,1.10332813542252e-33
"ENSG00000228716.7","DHFR","protein_coding",5272.88741190661,0.967578221381414,0.0771907551226358,12.5348977328203,4.80981510616579e-36,2.46732063005576e-33
"ENSG00000196576.16","PLXNB2","protein_coding",8302.08280430767,1.09260890175817,0.087521844199181,12.4838423110878,9.14640233572781e-36,4.58277298426176e-33
"ENSG00000175445.17","LPL","protein_coding",36314.0898214943,0.822180259964959,0.0660863015696491,12.4410088087386,1.56514578400124e-35,7.66387861734244e-33
"ENSG00000135679.27","MDM2","protein_coding",6211.15913922687,1.19628343230226,0.0963850020144853,12.4115101654765,2.26342888181712e-35,1.08367945019444e-32
"ENSG00000143476.18","DTL","protein_coding",2747.98247533837,1.10742438740861,0.0892772697635036,12.4043263233988,2.47586313682149e-35,1.15961894093085e-32
"ENSG00000144476.6","ACKR3","protein_coding",2038.36388993396,-1.20004592607968,0.0968819177613841,-12.3866863271156,3.0853062113929e-35,1.4143174962651e-32
"ENSG00000136048.14","DRAM1","protein_coding",1184.2483901188,1.3658515610548,0.110310463820413,12.3818857590738,3.27554823355067e-35,1.47024347274686e-32
"ENSG00000181026.15","AEN","protein_coding",5477.14842994504,1.27199781429145,0.103586685895773,12.2795492807957,1.16646286959817e-34,5.12886582152908e-32
"ENSG00000163071.11","SPATA18","protein_coding",1423.53118367863,1.28316289912944,0.105003301719381,12.2202147753284,2.424433421656e-34,1.04468836139157e-31
"ENSG00000121769.8","FABP3","protein_coding",3446.72466104839,-1.03198850519611,0.0847300708804656,-12.1797196021706,3.98650040510027e-34,1.68410100446834e-31
"ENSG00000110900.16","TSPAN11","protein_coding",5936.58198989786,1.05415099526544,0.0865700924613113,12.1768495942932,4.12925960059994e-34,1.71086342490242e-31
"ENSG00000173267.14","SNCG","protein_coding",1464.86360218046,-1.27225241793951,0.104625737055792,-12.1600330257275,5.07381734159165e-34,2.06255461555834e-31
"ENSG00000228526.8","MIR34AHG","lncRNA",1682.27861035441,1.16383905755114,0.095936229250193,12.1313821342295,7.20234592189111e-34,2.87360264605822e-31
"ENSG00000120875.9","DUSP4","protein_coding",9079.20744854813,1.14447040641371,0.0945971071872428,12.0983658004296,1.07734509359786e-33,4.220254553012e-31
"ENSG00000150394.14","CDH8","protein_coding",3000.62230794621,1.00618812900949,0.0837526638156931,12.013804494908,3.00686719222645e-33,1.15683845815212e-30
"ENSG00000111799.22","COL12A1","protein_coding",1375.41444757158,1.58472613292361,0.131993086047067,12.0061298692456,3.29926986954728e-33,1.24706612876134e-30
"ENSG00000112249.14","ASCC3","protein_coding",10549.1254640277,0.907619955133165,0.07652732652823,11.8600766067315,1.90800477566492e-32,7.08757980891391e-30
"ENSG00000118495.21","PLAGL1","protein_coding",2410.01673897272,1.03245609998446,0.0871830982629635,11.8423882673949,2.35645576265422e-32,8.46555622928589e-30
"ENSG00000132646.11","PCNA","protein_coding",17115.9057076429,0.902276496070479,0.0761906662715129,11.8423494664705,2.35754640871271e-32,8.46555622928589e-30
"ENSG00000137142.5","IGFBPL1","protein_coding",27923.6034091503,0.874948347998594,0.0739197184713552,11.8364675365701,2.52881282369715e-32,8.93168398140248e-30
"ENSG00000136160.17","EDNRB","protein_coding",13925.6379276408,-1.10817766635593,0.093664322533605,-11.8313743843963,2.68705651225049e-32,9.33752138007047e-30
"ENSG00000163734.4","CXCL3","protein_coding",386.163388134613,2.08810742842814,0.176794175844712,11.8109514549972,3.42661505530556e-32,1.17184795819934e-29
"ENSG00000164070.12","HSPA4L","protein_coding",3485.48392055476,0.947853252016522,0.0804137085843236,11.7872097768328,4.54345223874931e-32,1.52951060131022e-29
"ENSG00000170921.16","TANC2","protein_coding",4892.79923995222,1.04181977239452,0.0887766147447914,11.7352951043411,8.40327169108809e-32,2.78536136283835e-29
"ENSG00000178235.8","SLITRK1","protein_coding",436.87227302274,2.16891034189617,0.184974399734098,11.7254622532307,9.43843949888353e-32,3.08107846974918e-29
"ENSG00000127241.18","MASP1","protein_coding",1353.85721655991,1.32083195110749,0.112762540788442,11.7133929572015,1.0883536949266e-31,3.49978811301397e-29
"ENSG00000137801.11","THBS1","protein_coding",20426.1293348837,0.955375183997579,0.0816534609034476,11.7003636272966,1.26908509983411e-31,4.02094683469499e-29
"ENSG00000038427.16","VCAN","protein_coding",24213.9024322875,0.662964542611913,0.0567864277841443,11.6747006015586,1.71669067985438e-31,5.36030444890763e-29
"ENSG00000100097.12","LGALS1","protein_coding",5110.52330167417,-1.24669106575665,0.1069217677459,-11.6598433793146,2.04418059115631e-31,6.29169583378039e-29
"ENSG00000205592.16","MUC19","protein_coding",189.162215736386,3.43658828326917,0.295106697761476,11.6452398720101,2.42637998639727e-31,7.36286715590552e-29
"ENSG00000132182.13","NUP210","protein_coding",2746.46793647718,1.06832689842882,0.0924380206287715,11.5572238691608,6.78675238553575e-31,2.03084139092177e-28
"ENSG00000119969.16","HELLS","protein_coding",4285.81455807179,0.947512314520989,0.0824785971565517,11.4879780595992,1.51619144033888e-30,4.4748417235755e-28
"ENSG00000183908.7","LRRC55","protein_coding",1703.7177884604,1.12068615264815,0.0978427341335393,11.453953761335,2.24659511859027e-30,6.54093132838206e-28
"ENSG00000175928.6","LRRN1","protein_coding",17241.2695182411,0.730492035476203,0.0640914989763742,11.3976431686437,4.29591637501777e-30,1.2340735773301e-27
"ENSG00000165891.16","E2F7","protein_coding",2027.50968278845,1.24364101368838,0.109232492623702,11.3852662684595,4.95167628137197e-30,1.40373507213367e-27
"ENSG00000171793.17","CTPS1","protein_coding",4521.78200505614,0.800394349395509,0.0703089901780256,11.3839545607023,5.02674646299664e-30,1.4065097733151e-27
"ENSG00000213694.7","S1PR3","protein_coding",7847.07308966931,1.02733237707429,0.0904830277780077,11.3538682590812,7.09526999611759e-30,1.95984092392761e-27
"ENSG00000163017.14","ACTG2","protein_coding",2089.03716028604,-1.02642102875456,0.0904392498663853,-11.349287287002,7.47696637907664e-30,2.03912962831907e-27
"ENSG00000155511.19","GRIA1","protein_coding",13272.5165662337,0.696101308726212,0.0613915558199683,11.3387142487077,8.43749771283013e-30,2.27232360278656e-27
"ENSG00000173376.14","NDNF","protein_coding",1590.86179310849,-1.15474735808355,0.101919363909641,-11.3300094681449,9.31946665503333e-30,2.47886307509498e-27
"ENSG00000141314.13","RHBDL3","protein_coding",3032.10007135985,-1.30147943370337,0.11515857557577,-11.3016284475232,1.2880702361839e-29,3.38432600470515e-27
"ENSG00000080546.14","SESN1","protein_coding",3620.3992391185,0.828392922268231,0.0734846702585557,11.2730031903733,1.78379871218502e-29,4.63035460891883e-27
"ENSG00000104435.14","STMN2","protein_coding",1376.42415627049,-1.55967749944333,0.138692569971085,-11.2455735715943,2.43508670509975e-29,6.24570750730645e-27
"ENSG00000174307.7","PHLDA3","protein_coding",4000.72754671753,1.10021871919827,0.097956584592657,11.231697427727,2.84951028711004e-29,7.22267048656303e-27
"ENSG00000154736.6","ADAMTS5","protein_coding",1106.68199495331,-1.48917505159517,0.132599976707956,-11.2305830556441,2.88567986396019e-29,7.22929914756073e-27
"ENSG00000197852.12","INKA2","protein_coding",1574.46235140533,1.24332964934339,0.110755814490979,11.2258634461549,3.04398426969519e-29,7.53823460811298e-27
"ENSG00000101057.16","MYBL2","protein_coding",3390.77933970088,1.19819668150114,0.107035566037361,11.1943788953562,4.34436006985212e-29,1.06362770119277e-26
"ENSG00000107796.13","ACTA2","protein_coding",1535.80362714399,1.53210297868876,0.137017520038019,11.1818034530448,5.00621622242306e-29,1.21189807316972e-26
"ENSG00000163739.5","CXCL1","protein_coding",430.72261015164,2.23199863819737,0.200844992902188,11.1130409872073,1.08403751125452e-28,2.56654815164601e-26
"ENSG00000146197.9","SCUBE3","protein_coding",5580.57436724299,0.743399022631456,0.0668906770065191,11.1136417793919,1.07676640420904e-28,2.56654815164601e-26
"ENSG00000164615.6","CAMLG","protein_coding",7433.73432724439,-0.81326044949079,0.0732346203139248,-11.1048633283643,1.18798950478705e-28,2.78209063919966e-26
"ENSG00000108830.11","RND2","protein_coding",11561.0190147166,-0.82446945670228,0.0744863897760138,-11.0687262355112,1.77911383468686e-28,4.12161371702456e-26
"ENSG00000165475.15","CRYL1","protein_coding",1179.00576737861,-1.13643112446546,0.102915346076836,-11.0423874357572,2.38607657915929e-28,5.46893828701989e-26
"ENSG00000122012.14","SV2C","protein_coding",310.84467106333,2.18433032728625,0.198281379282663,11.0163159807979,3.18842840964224e-28,7.23102000902548e-26
"ENSG00000107242.20","PIP5K1B","protein_coding",1863.28160822575,1.22184416210631,0.111148465133469,10.9929017970612,4.13416746488669e-28,9.2781914615608e-26
"ENSG00000124126.14","PREX1","protein_coding",12420.4830132477,0.917264885776376,0.0845377423468132,10.8503593816514,1.98642759735909e-27,4.41212191598985e-25
"ENSG00000137573.14","SULF1","protein_coding",4462.9402668577,0.792648053856822,0.0732398233460269,10.8226374347177,2.68925192965358e-27,5.91223804330473e-25
"ENSG00000276043.5","UHRF1","protein_coding",4529.15824085234,1.08201880195069,0.100300369482861,10.7877848060727,3.9315179067676e-27,8.5560154849806e-25
"ENSG00000189184.12","PCDH18","protein_coding",27985.1329540431,-0.979255153171635,0.090863373542963,-10.7772264553727,4.40982105367783e-27,9.50095946014888e-25
"ENSG00000177084.19","POLE","protein_coding",3475.89848538651,1.01398263565147,0.0942120964211499,10.7627648058985,5.15984516156685e-27,1.10068182184117e-24
"ENSG00000115758.14","ODC1","protein_coding",14815.2160950283,0.762450552427508,0.0708608892860901,10.7598219569222,5.32729906608394e-27,1.12526135665469e-24
"ENSG00000266028.8","SRGAP2","protein_coding",7848.12291304812,0.813448558817963,0.0756518535464109,10.7525264839536,5.76602397453493e-27,1.20610666535296e-24
"ENSG00000029534.22","ANK1","protein_coding",463.319353753663,1.94793003555879,0.181607579915076,10.7260392791407,7.68185997782546e-27,1.59140070406009e-24
"ENSG00000187678.10","SPRY4","protein_coding",4341.6071690423,1.18488125970669,0.110622131774794,10.7110687589974,9.03130978156381e-27,1.85313875470278e-24
"ENSG00000184445.12","KNTC1","protein_coding",5677.69831262819,0.787728148923002,0.0737323299338288,10.6836193787712,1.21442507147911e-26,2.46837624198278e-24
"ENSG00000196208.14","GREB1","protein_coding",3621.27546236838,1.05043121992888,0.098399988660859,10.6751152538162,1.33092258059962e-26,2.67988102794569e-24
"ENSG00000167992.14","VWCE","protein_coding",574.490801340798,1.69908233398827,0.159620232063979,10.6445299071313,1.84915272521308e-26,3.68888846895516e-24
"ENSG00000084774.14","CAD","protein_coding",2727.03180794742,0.940012999487456,0.0883888172409315,10.634976559593,2.04880253908767e-26,4.04967437657284e-24
"ENSG00000132780.17","NASP","protein_coding",26240.5697933361,0.61383265798832,0.0577348948553219,10.6319178293565,2.11713363917677e-26,4.14669493236941e-24
"ENSG00000162772.18","ATF3","protein_coding",2855.80594613457,1.35316245838848,0.127594508253316,10.6051778945063,2.81926952573919e-26,5.47217675063521e-24
"ENSG00000255248.11","MIR100HG","lncRNA",27056.8716675706,-0.691859926783243,0.0653131374231874,-10.592967266301,3.21244248626001e-26,6.17964940772071e-24
"ENSG00000157514.18","TSC22D3","protein_coding",3742.61473073849,-0.71066482338761,0.0671661184061116,-10.5807040849177,3.66195944592592e-26,6.98202798782955e-24
"ENSG00000155011.9","DKK2","protein_coding",934.098157762821,1.20046679198271,0.113615921515512,10.5660084957266,4.28339586792114e-26,8.09524245389131e-24
"ENSG00000060138.13","YBX3","protein_coding",5316.60772130122,0.722458849760419,0.0684020361739292,10.5619494706764,4.47274902328995e-26,8.3795980614593e-24
"ENSG00000160957.15","RECQL4","protein_coding",1181.81614805974,1.24944749685821,0.118426907808203,10.5503683240783,5.05983500249448e-26,9.39777113178823e-24
"ENSG00000090339.9","ICAM1","protein_coding",2037.44538608018,0.903357952850228,0.0856341481856078,10.5490388120898,5.13193964631418e-26,9.45022561366145e-24
"ENSG00000159259.8","CHAF1B","protein_coding",1178.65133944238,1.10168209674499,0.10451139817598,10.5412626371138,5.57453740744417e-26,1.01782549528292e-23
"ENSG00000181751.10","MACIR","protein_coding",6169.3281887162,-0.76693769465919,0.0734938690676937,-10.435396916616,1.70898032262008e-25,3.09411605469325e-23
"ENSG00000171848.16","RRM2","protein_coding",5178.58700188737,0.997666909770777,0.0956802160691539,10.4270971655175,1.86498929268459e-25,3.3484328592408e-23
"ENSG00000143248.13","RGS5","protein_coding",9437.64516923706,2.76197387791563,0.265482351555169,10.4036063479785,2.38723563351584e-25,4.25066047306602e-23
"ENSG00000170579.19","DLGAP1","protein_coding",567.004553076187,1.71289641922604,0.164723238373716,10.3986324949483,2.51516760396809e-25,4.44174475635184e-23
"ENSG00000085999.13","RAD54L","protein_coding",740.852426294521,1.2672216670152,0.12189248103665,10.3962250685026,2.57950605929223e-25,4.518329922557e-23
"ENSG00000156170.14","NDUFAF6","protein_coding",1408.56200968495,1.10973910447311,0.106756457222728,10.3950536889571,2.6113983783923e-25,4.53730468245662e-23
"ENSG00000073111.14","MCM2","protein_coding",5537.14128586181,1.01676999968224,0.0978706127782915,10.3889203389944,2.78487584358745e-25,4.80001200400733e-23
"ENSG00000172534.14","HCFC1","protein_coding",4726.71557399718,0.880832360438772,0.0850365115499375,10.3582842755903,3.83784267265666e-25,6.56240637955459e-23
"ENSG00000163638.13","ADAMTS9","protein_coding",627.787293608416,1.40581552511398,0.136205525667834,10.3212811537643,5.64646307990548e-25,9.57898008319399e-23
"ENSG00000165490.13","DDIAS","protein_coding",710.476393375707,1.17172056194444,0.11357677023896,10.316551170448,5.93156325024832e-25,9.98402579895313e-23
"ENSG00000007968.7","E2F2","protein_coding",671.800139677252,1.32192114737025,0.128592181591676,10.2799496128606,8.67729538613975e-25,1.44924286119675e-22
"ENSG00000164778.4","EN2","protein_coding",2972.30845836374,1.02948114334871,0.100465458056928,10.2471154092122,1.21928032399179e-24,2.02072266003101e-22
"ENSG00000101134.12","DOK5","protein_coding",7862.21527324863,-0.686824882287182,0.067076324794393,-10.2394531064796,1.31980281147011e-24,2.17062225749035e-22
"ENSG00000170734.12","POLH","protein_coding",2511.8752179939,0.888208861321667,0.0868802986684281,10.2233633508955,1.55838040449411e-24,2.54358377385042e-22
"ENSG00000069188.17","SDK2","protein_coding",8622.56993505436,0.745757530857426,0.0729832358866725,10.2182031503156,1.64359186959108e-24,2.66249525040149e-22
"ENSG00000114019.15","AMOTL2","protein_coding",7060.1904709343,1.0319354401869,0.101127721856719,10.2042785226486,1.89725937589685e-24,3.05048158609684e-22
"ENSG00000171843.17","MLLT3","protein_coding",2219.08949630184,-1.19316849014223,0.117197710148939,-10.1808174291623,2.41523889210338e-24,3.8545423652124e-22
"ENSG00000138685.18","FGF2","protein_coding",3370.54426556417,0.861487141268223,0.0846527939834763,10.1767124359342,2.51929177281358e-24,3.99103979744622e-22
"ENSG00000197565.17","COL4A6","protein_coding",4251.74350550927,0.846244190135498,0.0831654648242159,10.1754278885373,2.55275551040422e-24,4.0145341220189e-22
"ENSG00000235823.5","OLMALINC","lncRNA",4690.36595906441,-0.759121496593236,0.0747383951634479,-10.1570483943773,3.08267638151222e-24,4.81277265504934e-22
"ENSG00000122952.17","ZWINT","protein_coding",3631.12444710024,0.831985724831328,0.0819727541461011,10.1495397281452,3.32929877514831e-24,5.16041310147987e-22
"ENSG00000182752.10","PAPPA","protein_coding",6359.11230273934,0.935104781219214,0.0922398122630731,10.1377567698451,3.7562606094128e-24,5.78061677355705e-22
"ENSG00000048392.13","RRM2B","protein_coding",8511.49239026611,0.739256160319008,0.0730822889651315,10.1153941780849,4.72112735462521e-24,7.16314710249297e-22
"ENSG00000026103.25","FAS","protein_coding",999.599236756774,1.23143093532622,0.121732808915135,10.1158508236239,4.69916137985389e-24,7.16314710249297e-22
"ENSG00000152377.15","SPOCK1","protein_coding",29442.9454499822,0.653825123562584,0.0646845439168371,10.1079034336732,5.09631825694973e-24,7.67833404517356e-22
"ENSG00000076003.5","MCM6","protein_coding",8179.38732413579,0.656934164915064,0.0650369128424676,10.1009432367476,5.47133746277603e-24,8.18610872468817e-22
"ENSG00000168496.4","FEN1","protein_coding",3625.63787324297,0.871211702707896,0.086535782057731,10.0676469547208,7.67933128199259e-24,1.14104270669331e-21
"ENSG00000131069.20","ACSS2","protein_coding",7273.81322914076,-0.803066088852329,0.0799539781610277,-10.0441042124877,9.75297515374216e-24,1.4392318471738e-21
"ENSG00000186480.13","INSIG1","protein_coding",11300.5128844073,-0.703358933689984,0.0701567094589378,-10.0255405236994,1.17713732582469e-23,1.72526691733966e-21
"ENSG00000166508.19","MCM7","protein_coding",14381.8696171996,0.796052787338441,0.0796298464733745,9.99691475739079,1.57218995312681e-23,2.28870490135926e-21
"ENSG00000118292.9","C1orf54","protein_coding",1989.50587052394,-0.834433708907583,0.0835214406939809,-9.99065272311231,1.67475279529308e-23,2.42164758218721e-21
"ENSG00000168389.18","MFSD2A","protein_coding",483.417134570331,1.5298012899893,0.153197762336069,9.98579396109839,1.75887275264281e-23,2.52632756371262e-21
"ENSG00000196154.12","S100A4","protein_coding",667.541785622279,-1.39911604376464,0.14027520643541,-9.97407937808925,1.9792842007982e-23,2.82408464279452e-21
"ENSG00000146670.10","CDCA5","protein_coding",2544.64771604275,0.865118924877498,0.0867669892776344,9.97059978777548,2.04987159900446e-23,2.9055581316152e-21
"ENSG00000198839.10","ZNF277","protein_coding",2943.37631931392,-0.74132092481765,0.0745669164882083,-9.94168673898268,2.7414522979163e-23,3.86043070317691e-21
"ENSG00000101003.12","GINS1","protein_coding",3118.48021779832,0.746061681275969,0.0751422300700014,9.92866036290044,3.12424591770394e-23,4.37090118811242e-21
"ENSG00000188153.14","COL4A5","protein_coding",16156.3222180781,0.691421963512357,0.0697840784343545,9.90801883502373,3.84188630374469e-23,5.34022196220512e-21
"ENSG00000123384.14","LRP1","protein_coding",9034.18336840345,0.949939428702717,0.0960769110578014,9.88728111930261,4.72691418065272e-23,6.52829269372838e-21
"ENSG00000019991.18","HGF","protein_coding",1172.46279547052,-1.27699019096986,0.129409094775802,-9.86785506213615,5.73784148624213e-23,7.87399967013291e-21
"ENSG00000100196.11","KDELR3","protein_coding",1538.66816049289,-1.14191434482556,0.115728504968324,-9.86718306901236,5.77640066507681e-23,7.87674381829619e-21
"ENSG00000178921.14","PFAS","protein_coding",2410.88555202404,0.928835248990737,0.0941638598691484,9.86403117163486,5.96070867916654e-23,8.07694770393982e-21
"ENSG00000104332.12","SFRP1","protein_coding",14006.3856757541,-0.764980762479905,0.0777804550344046,-9.83512840264988,7.94661724068808e-23,1.0700616778164e-20
"ENSG00000176485.14","PLAAT3","protein_coding",1782.35059782097,-0.914282356579866,0.0933480462703089,-9.79433842602735,1.19074345566718e-22,1.5934514131894e-20
"ENSG00000134594.5","RAB33A","protein_coding",844.289456004917,-1.17074784054553,0.119678502545823,-9.78244058574572,1.33941094434572e-22,1.78133387629189e-20
"ENSG00000181218.6","H2AC25","protein_coding",1987.41922133421,-0.960586795003846,0.0982482978592006,-9.77713421946974,1.41150547573527e-22,1.86569849538137e-20
"ENSG00000119632.4","IFI27L2","protein_coding",1660.32005869792,-0.918151963263805,0.0939615706364485,-9.77156891955621,1.49124610771058e-22,1.95907910918441e-20
"ENSG00000100505.14","TRIM9","protein_coding",1622.94632724901,1.08484153108751,0.111044085920177,9.76946698329648,1.52250945854204e-22,1.98802825965383e-20
"ENSG00000286339.1","ENSG00000286339","lncRNA",219.837957977987,2.31130470193321,0.236970037152213,9.75357361508361,1.78086469075908e-22,2.31136926279545e-20
"ENSG00000168066.22","SF1","protein_coding",10560.5604182488,0.649777682427263,0.0666799287875034,9.74472670026365,1.94300981521077e-22,2.50671535740815e-20
"ENSG00000112118.20","MCM3","protein_coding",7042.80423634703,0.771240608650279,0.0792690759991523,9.72940076478912,2.25919879703617e-22,2.89728798108002e-20
"ENSG00000127586.17","CHTF18","protein_coding",1573.27120370794,0.934274543341118,0.0960935477425103,9.72255229710714,2.4164711103196e-22,3.08064319951691e-20
"ENSG00000111879.20","FAM184A","protein_coding",3320.40054075499,0.935833196191078,0.0962892821016087,9.71897573401311,2.50286408063565e-22,3.17201215395853e-20
"ENSG00000182718.18","ANXA2","protein_coding",38915.6653538552,-0.625141228597846,0.0643624886791248,-9.71281939880307,2.65878938728479e-22,3.34991914321935e-20
"ENSG00000147536.12","GINS4","protein_coding",1294.99494146418,1.11612061721599,0.114941398949435,9.71034481411694,2.72413978822733e-22,3.41230184519522e-20
"ENSG00000093009.11","CDC45","protein_coding",1331.00026889481,1.0418925300731,0.107371445587414,9.7036276672355,2.90965344594464e-22,3.62361176259406e-20
"ENSG00000244694.8","PTCHD4","protein_coding",12207.9014812731,0.659835928482723,0.0680110192189313,9.70189736987581,2.9594320545061e-22,3.66442319622609e-20
"ENSG00000187741.16","FANCA","protein_coding",1398.1054245842,1.01029189781003,0.104161960340975,9.69924043770704,3.03751422078883e-22,3.73961393639402e-20
"ENSG00000175832.13","ETV4","protein_coding",1033.87601408696,1.58603207102634,0.163601279060359,9.69449676760286,3.18202421756058e-22,3.89526771405357e-20
"ENSG00000125657.5","TNFSF9","protein_coding",281.020610527936,2.53101456509057,0.261766174966309,9.66899014135931,4.0838788417278e-22,4.97102653361726e-20
