"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","leadingGeneSymbols"
"GO:0140888","interferon-mediated signaling pathway",47,0.830333232642532,2.98723371231728,1e-10,6.56010749427524e-09,4.62086798113585e-09,192,"tags=38%, list=2%, signal=38%","246730/23962/58203/231655/246728/100038882/71586/54123/23961/54396/547253/16145/434341/24110/15944/80285/66141/20846","Oas1a/Oasl2/Zbp1/Oasl1/Oas2/Isg15/Ifih1/Irf7/Oas1b/Irgm2/Parp14/Igtp/Nlrc5/Usp18/Irgm1/Parp9/Ifitm3/Stat1"
"GO:0097250","mitochondrial respirasome assembly",68,-0.544406314047413,-2.96654695422338,1e-10,6.56010749427524e-09,4.62086798113585e-09,2618,"tags=74%, list=32%, signal=50%","66836/68349/66414/68493/68375/67264/68033/66690/73694/76826/26926/76947/407785/100503890/66117/75406/70397/66379/68194/66928/66108/595136/68876/68197/66046/108755/69487/17993/68185/66495/67105/68202/69702/66218/225887/104130/66377/20463/107197/66706/75597/68002/52469/67267/70544/230075/208501/17991/67130/12866","Tmem223/Ndufs3/Ndufa12/Ndufaf4/Ndufa8/Ndufb8/Cox19/Tmem186/Ndufaf7/Nubpl/Aifm1/Ndufaf6/Ndufs6/Pet100/Fmc1/Ndufs7/Tmem70/Cox14/Ndufb4/Dmac1/Ndufa9/Ndufs5/Atp23/Ndufc2/Ndufb5/Lyrm2/Ndufaf5/Ndufs4/Coa4/Ndufb3/Timm21/Ndufa5/Ndufaf1/Ndufb9/Ndufs8/Ndufb11/Ndufc1/Cox7a2l/Uqcc3/Ndufaf3/Ndufaf2/Sdhaf4/Coa3/Uqcc2/Tmem242/Ndufb6/Ndufaf8/Ndufa2/Ndufa6/Cox7a2"
"GO:1903900","regulation of viral life cycle",75,0.748624535432014,2.90435609771022,1e-10,6.56010749427524e-09,4.62086798113585e-09,611,"tags=35%, list=7%, signal=32%","246730/23962/20128/231655/246728/100038882/71586/58185/94094/209387/23961/17858/76681/319236/69550/229900/66141/26362/98999/56417/20821/78781/18128/217069/19106/22670","Oas1a/Oasl2/Trim30a/Oasl1/Oas2/Isg15/Ifih1/Rsad2/Trim34a/Trim30d/Oas1b/Mx2/Trim12a/Trim12c/Bst2/Gbp7/Ifitm3/Axl/Znfx1/Adar/Trim21/Zc3hav1/Notch1/Trim25/Eif2ak2/Trim26"
"GO:0035456","response to interferon-beta",30,0.892271823584013,2.89804736887671,1e-10,6.56010749427524e-09,4.62086798113585e-09,192,"tags=60%, list=2%, signal=59%","246730/240328/15957/15959/60440/327959/23961/100702/54396/15953/14469/55932/16145/69550/229900/15944/66141/20846","Oas1a/F830016B08Rik/Ifit1/Ifit3/Iigp1/Xaf1/Oas1b/Gbp6/Irgm2/Ifi47/Gbp2/Gbp3/Igtp/Bst2/Gbp7/Irgm1/Ifitm3/Stat1"
"GO:0034340","response to type I interferon",39,0.831307447958898,2.8886969058333,1e-10,6.56010749427524e-09,4.62086798113585e-09,439,"tags=41%, list=5%, signal=39%","246730/23962/58203/231655/246728/100038882/71586/54123/23961/17858/434341/24110/66141/20846/20847/56417","Oas1a/Oasl2/Zbp1/Oasl1/Oas2/Isg15/Ifih1/Irf7/Oas1b/Mx2/Nlrc5/Usp18/Ifitm3/Stat1/Stat2/Adar"
"GO:0140374","antiviral innate immune response",37,0.842080911676065,2.88699669795437,1e-10,6.56010749427524e-09,4.62086798113585e-09,96,"tags=35%, list=1%, signal=35%","246730/23962/15959/58203/667370/231655/246728/15945/71586/23961/80861/24110/15958","Oas1a/Oasl2/Ifit3/Zbp1/Ifit3b/Oasl1/Oas2/Cxcl10/Ifih1/Oas1b/Dhx58/Usp18/Ifit2"
"GO:0048525","negative regulation of viral process",51,0.781368950064407,2.88078052489326,1e-10,6.56010749427524e-09,4.62086798113585e-09,611,"tags=43%, list=7%, signal=40%","246730/23962/20128/231655/246728/100038882/71586/58185/209387/23961/17858/76681/319236/69550/66141/20846/98999/20821/78781/217069/19106/22670","Oas1a/Oasl2/Trim30a/Oasl1/Oas2/Isg15/Ifih1/Rsad2/Trim30d/Oas1b/Mx2/Trim12a/Trim12c/Bst2/Ifitm3/Stat1/Znfx1/Trim21/Zc3hav1/Trim25/Eif2ak2/Trim26"
"GO:0140053","mitochondrial gene expression",123,-0.471760964929486,-2.87620379359563,1e-10,6.56010749427524e-09,4.62086798113585e-09,3910,"tags=92%, list=48%, signal=49%","66410/66084/380601/66163/59054/121022/60441/75619/27397/108037/67212/59016/83485/52477/76784/69163/109093/77721/67440/94061/76781/66493/320806/66407/94062/71989/66047/66973/99045/15108/64655/67994/94254/67773/69821/232536/79044/12261/68291/76366/78523/384281/75398/74238/27398/24030/94063/52575/68735/18100/68537/68611/218506/216767/66077/94065/67707/28028/27393/102060/56282/67308/66971/64656/66399/21780/27395/108853/228019/65111/224481/107733/66258/353242/69527/50529/66292/70047/226539/74600/66845/94064/57312/67270/64659/208595/68572/67036/66419/66223/68550/545725/56284/19935/94066/68836/211253/76563/76357/14548/64657/67840/212508/66230/52469/67267/75593/68463/107734/64660/67681/66242/66121","Mterf3/Rmnd1/Fastkd5/Mrpl4/Mrps30/Mrps6/Mrpl38/Fastkd2/Mrpl17/Shmt2/Mrpl55/Thap11/Ngrn/Angel2/Mtif2/Mrpl44/Rars2/Mrps5/Mtpap/Mrpl1/Mettl4/Mrpl51/Gfm2/Mrps15/Mrpl3/Rpusd4/Mrpl54/Mrps18b/Mrps26/Hsd17b10/Mrps22/Mrps11/Rcc1l/Kat8/Mterf4/Mrps35/Mrps34/C1qbp/Mto1/Mtif3/Mrpl9/Gatc/Mrpl32/Mterf2/Mrpl2/Mrps12/Mrpl16/Trmt10c/Mrps18c/Mrpl40/Mrpl13/Mrpl28/Mrps27/Mrpl22/Aurkaip1/Mrpl34/Mrpl24/Mrpl50/Mrpl39/Gadd45gip1/Mrpl12/Mrpl46/Cdk5rap1/Mrps23/Tsfm/Tfam/Mrpl15/Mtrf1l/Mettl8/Dap3/Tfb1m/Mrpl41/Mrps17/Mrpl21/Mrps9/Mrps7/Mrps21/Trnt1/Dars2/Mrpl47/Mrpl33/Mrpl27/Mrps31/Mrpl42/Mrps14/Mterf1b/Mrpl58/Mrpl45/Mrpl11/Mrpl35/Tefm/Mterf1a/Mrpl19/Mrpl23/Mrpl36/Mrpl52/Mtrf1/Qrsl1/Trmt5/Mrps33/Mrps10/Mrpl57/Mtg1/Mrps28/Coa3/Uqcc2/Malsu1/Mrpl14/Mrpl30/Mrps24/Mrpl18/Mrps16/Chchd1"
"GO:0035458","cellular response to interferon-beta",26,0.89130165615742,2.82722346730991,1e-10,6.56010749427524e-09,4.62086798113585e-09,192,"tags=58%, list=2%, signal=57%","246730/240328/15957/15959/60440/23961/100702/54396/15953/14469/55932/16145/229900/15944/20846","Oas1a/F830016B08Rik/Ifit1/Ifit3/Iigp1/Oas1b/Gbp6/Irgm2/Ifi47/Gbp2/Gbp3/Igtp/Gbp7/Irgm1/Stat1"
"GO:0002832","negative regulation of response to biotic stimulus",58,0.747184945938456,2.80653320344445,1e-10,6.56010749427524e-09,4.62086798113585e-09,451,"tags=36%, list=5%, signal=34%","246730/100038882/16859/23961/54396/80861/547253/16145/434341/24110/15040/15944/21803/11622/14190/21354/21355/207521/20847/56417/20821","Oas1a/Isg15/Lgals9/Oas1b/Irgm2/Dhx58/Parp14/Igtp/Nlrc5/Usp18/H2-T23/Irgm1/Tgfb1/Ahr/Fgl2/Tap1/Tap2/Dtx4/Stat2/Adar/Trim21"
"GO:0050792","regulation of viral process",93,0.701746013830584,2.80517870774368,1e-10,6.56010749427524e-09,4.62086798113585e-09,611,"tags=30%, list=7%, signal=28%","246730/23962/20128/231655/246728/100038882/71586/58185/94094/209387/23961/17858/76681/319236/69550/229900/66141/20846/26362/98999/12767/56417/20821/78781/18128/217069/19106/22670","Oas1a/Oasl2/Trim30a/Oasl1/Oas2/Isg15/Ifih1/Rsad2/Trim34a/Trim30d/Oas1b/Mx2/Trim12a/Trim12c/Bst2/Gbp7/Ifitm3/Stat1/Axl/Znfx1/Cxcr4/Adar/Trim21/Zc3hav1/Notch1/Trim25/Eif2ak2/Trim26"
"GO:0042742","defense response to bacterium",81,0.715176100407761,2.80164075990229,1e-10,6.56010749427524e-09,4.62086798113585e-09,403,"tags=33%, list=5%, signal=32%","246730/60440/246728/100038882/16859/23961/100702/54396/12652/14469/55932/16145/236573/269855/15040/17472/229900/15944/672511/229898/76113/98999/140792/107831/17476/240913/22041","Oas1a/Iigp1/Oas2/Isg15/Lgals9/Oas1b/Gbp6/Irgm2/Chga/Gbp2/Gbp3/Igtp/Gbp9/Ssc5d/H2-T23/Gbp4/Gbp7/Irgm1/Rnf213/Gbp5/Lpo/Znfx1/Colec12/Adgrb1/Mpeg1/Adamts4/Trf"
"GO:0060337","type I interferon-mediated signaling pathway",35,0.834813835055501,2.79995451922199,1e-10,6.56010749427524e-09,4.62086798113585e-09,439,"tags=43%, list=5%, signal=41%","246730/23962/58203/231655/246728/100038882/71586/54123/23961/434341/24110/66141/20846/20847/56417","Oas1a/Oasl2/Zbp1/Oasl1/Oas2/Isg15/Ifih1/Irf7/Oas1b/Nlrc5/Usp18/Ifitm3/Stat1/Stat2/Adar"
"GO:0071357","cellular response to type I interferon",35,0.834813835055501,2.79995451922199,1e-10,6.56010749427524e-09,4.62086798113585e-09,439,"tags=43%, list=5%, signal=41%","246730/23962/58203/231655/246728/100038882/71586/54123/23961/434341/24110/66141/20846/20847/56417","Oas1a/Oasl2/Zbp1/Oasl1/Oas2/Isg15/Ifih1/Irf7/Oas1b/Nlrc5/Usp18/Ifitm3/Stat1/Stat2/Adar"
"GO:0045069","regulation of viral genome replication",49,0.76428121858982,2.79148210259467,1e-10,6.56010749427524e-09,4.62086798113585e-09,606,"tags=35%, list=7%, signal=32%","246730/23962/231655/246728/100038882/71586/58185/23961/17858/69550/229900/66141/98999/56417/78781/18128/19106","Oas1a/Oasl2/Oasl1/Oas2/Isg15/Ifih1/Rsad2/Oas1b/Mx2/Bst2/Gbp7/Ifitm3/Znfx1/Adar/Zc3hav1/Notch1/Eif2ak2"
"GO:0045087","innate immune response",374,0.611633855551091,2.7431232538025,1e-10,6.56010749427524e-09,4.62086798113585e-09,655,"tags=24%, list=8%, signal=23%","246730/240328/15957/23962/15959/58203/667370/60440/20128/231655/246728/15945/100038882/234311/71586/58185/94094/54123/209387/16859/23961/100702/17857/74153/54396/15953/14469/17858/76681/55932/80861/547253/16145/434341/24110/236573/269855/15040/12268/319236/17472/15958/69550/229900/15944/21803/80285/11898/67138/12977/21354/66141/225825/20846/209200/26362/229898/98999/21355/20296/11816/140792/102626/107831/207521/17476/94089/16453/20847/12322/18854/56417/20821/78781/76527/19261/22040/217069/215707/19106/70110/22670/77777/171429/19280/56791/12010/18034","Oas1a/F830016B08Rik/Ifit1/Oasl2/Ifit3/Zbp1/Ifit3b/Iigp1/Trim30a/Oasl1/Oas2/Cxcl10/Isg15/Ddx60/Ifih1/Rsad2/Trim34a/Irf7/Trim30d/Lgals9/Oas1b/Gbp6/Mx1/Uba7/Irgm2/Ifi47/Gbp2/Mx2/Trim12a/Gbp3/Dhx58/Parp14/Igtp/Nlrc5/Usp18/Gbp9/Ssc5d/H2-T23/C4b/Trim12c/Gbp4/Ifit2/Bst2/Gbp7/Irgm1/Tgfb1/Parp9/Ass1/Herc6/Csf1/Tap1/Ifitm3/Cd226/Stat1/Dtx3l/Axl/Gbp5/Znfx1/Tap2/Ccl2/Apoe/Colec12/Mapkapk3/Adgrb1/Dtx4/Mpeg1/Trim7/Jak3/Stat2/Camk2a/Pml/Adar/Trim21/Zc3hav1/Il34/Sirpa/Trex1/Trim25/Ccdc92/Eif2ak2/Ifi35/Trim26/Ulbp1/Slc26a6/Ptprs/Ube2l6/B2m/Nfkb2"
"GO:0045071","negative regulation of viral genome replication",27,0.851438704281065,2.7268327664112,1e-10,6.56010749427524e-09,4.62086798113585e-09,216,"tags=44%, list=3%, signal=43%","246730/23962/231655/246728/100038882/71586/58185/23961/17858/69550/66141/98999","Oas1a/Oasl2/Oasl1/Oas2/Isg15/Ifih1/Rsad2/Oas1b/Mx2/Bst2/Ifitm3/Znfx1"
"GO:0060759","regulation of response to cytokine stimulus",71,0.701355907196231,2.70274524788399,1e-10,6.56010749427524e-09,4.62086798113585e-09,709,"tags=31%, list=9%, signal=29%","246730/58203/100038882/71586/54123/23961/54396/547253/16145/434341/24110/15944/80285/12977/26362/12767/20847/56417/13601/22040/16177/384309","Oas1a/Zbp1/Isg15/Ifih1/Irf7/Oas1b/Irgm2/Parp14/Igtp/Nlrc5/Usp18/Irgm1/Parp9/Csf1/Axl/Cxcr4/Stat2/Adar/Ecm1/Trex1/Il1r1/Trim56"
